country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median
Peru,2020,national,income,2011,2020,3,4.432615089,14.08508442586608,32.90005256577495,0.989340864,62.46270247889176,88.83201554,95.51773995983278,97.67582433,13.45888930810083,19.72005515555231,26.15070734238128,1461515,4644112,10847755,326204,20595106,29289555,31493962,32205522,4437644,6502066,8622371
Philippines,1985,national,consumption,2011,1985,0,27.79319654,57.312093541854495,82.52594713149463,3.4028759765624903,94.87359661226624,98.88203436580136,99.57298066328444,99.80591426443844,6.746933594,14.77755371,22.094155331984368,15084990,31106618,44791648,1846939,51493438,53669051,54044068,54170494,3661955,8020641,11991788
Philippines,1988,national,consumption,2011,1988,0,24.82527343382889,55.05410381,79.76351933613357,2.8052391258488503,94.19116944,99.04251922,99.69705918601235,99.83590816610598,5.531277323,11.85763214808264,20.46602814027201,14596019,32369060,46896960,1649340,55379697,58232048,58616885,58698521,3252114,6971695,12033001
Philippines,1991,national,consumption,2011,1991,0,26.318393498221425,53.40530410290615,78.07049896276929,2.890283203,92.60051706607337,98.24730835803162,99.32175785893074,99.69622210600308,8.382348633,16.486196289062498,23.764149960098592,16700280,33888221,49539467,1834023,58759459,62342618,63024408,63262023,5319001,10461280,15079490
Philippines,1994,national,consumption,2011,1994,0,24.73112421786423,51.54016815612288,76.98996779737872,2.37769043,92.33237914406506,98.29179723925104,99.41642132,99.80662456012564,8.797304688,15.97260545575652,23.87848606722876,16861890,35140523,52492411,1621129,62952997,67016179,67782957,68049001,5998077,10890258,16280554
Philippines,1997,national,consumption,2011,1997,1,17.42058309833881,43.01371465387291,68.97277339068916,1.622275564,88.25631251569685,97.49426728273345,98.95586873067693,99.42683529635448,7.735736599,15.81146538736684,24.13779869586308,12722405,31413294,50371423,1184762,64454361,71200920,72268341,72612292,5649476,11547252,17628047
Philippines,2000,national,consumption,2011,2000,2,14.31957254966274,42.801425005183205,70.99174546386377,0.8386179871697701,89.59874936262764,97.79863312,99.25926629173996,99.59336107532512,5.320569724,12.19181459282762,20.51774928962321,11168086,33381583,55367710,654053,69879639,76274872,77414046,77674612,4149606,9508610,16002153
Philippines,2000,national,income,2011,2000,2,13.713741748836188,37.91597244375861,64.01619166393873,1.1427921283124098,84.38436386752109,95.76195777312432,98.22238009,99.06414262868334,8.63794623,16.477025450169762,24.41661222,10695588,29571333,49927353,891284,65812848,74686433,76605360,77261865,6736886,12850722,19042945
Philippines,2003,national,consumption,2011,2003,3,12.93934459412203,39.70954970417274,68.92074016905183,0.869496338,88.80154694145695,97.69292729893684,99.32820103,99.71556680953188,6.267625543,13.01371641158487,21.31420060063728,10746381,32979563,57240032,722134,73751434,81135901,82494028,82815743,5205386,10808148,17701863
Philippines,2003,national,income,2011,2003,3,12.98174628556145,36.01829150207322,62.87756450547529,1.341209839,84.52738653583029,95.91982034597252,98.32697458485671,99.23948242811072,9.158939862,16.53908363167859,24.25054855496468,10781596,29913901,52221056,1113901,70201660,79663300,81662489,82420345,7606680,13736035,20140558
Philippines,2006,national,consumption,2011,2006,3,14.44711172,41.34155337607686,68.17147922800348,0.872546405,87.89333242192664,97.57211344529128,99.21939747,99.68927219910783,6.573370927,14.15111901174464,22.54074933219691,12697375,36334543,59915010,766869,77248285,85754838,87202614,87615580,5777249,12437231,19810766
Philippines,2006,national,income,2011,2006,3,14.387601774191388,38.15433615097813,63.41615769066616,1.318592945,83.71974516751841,95.68933930244904,98.28162444,99.21977223504808,9.495823325,17.13926408918167,24.89481579256852,12645073,33533340,55735621,1158894,73580175,84100092,86378417,87202943,8345753,15063472,21879724
Philippines,2009,national,consumption,2011,2009,3,10.44965603752097,36.95413079337796,66.12364778962754,0.510857097,87.10078424615955,97.29583630077488,99.0746915,99.63483119761176,5.6836008987643805,12.68542643986751,21.26235070653249,9656962,34150850,61107614,472104,80493459,89915131,91559045,92076693,5252452,11723130,19649423
Philippines,2009,national,income,2011,2009,3,10.68639751293592,33.97920263222703,61.12487298542633,0.742152574,82.80104213585466,95.42813959109822,98.22394880294006,99.17140692849496,8.267134068,15.619919491532269,23.75712430656122,9875745,31401595,56488039,685854,76519888,88189115,90772838,91648424,7640003,14435018,21954947
Philippines,2012,national,consumption,2011,2012,3,11.82541112,38.3501872,66.69101403,0.6681040265549599,87.45123305522887,97.27634635,99.10711467992752,99.62333900838324,6.093591789,13.32649139837517,21.72163685207294,11495794,37281229,64832095,649482,85013651,94564903,96344642,96846477,5923741,12955034,21116176
Philippines,2012,national,income,2011,2012,3,10.37556667,33.25223715393309,59.85172649586216,0.732370555,82.08127037261781,94.87133553077996,98.00922530689984,98.95790784804632,8.586828105,16.14525494488388,24.35359340768698,10086362,32325377,58183443,711957,79793369,92226929,95277354,96199594,8347482,15695228,23674771
Philippines,2015,national,consumption,2011,2015,3,7.785622998291631,31.938287317127152,62.57946892082892,0.276082269,86.10505190657685,97.17810285,99.11453657,99.61576692156648,5.554904367,12.39872498952973,20.94416396757863,7950149,32613209,63901902,281916,87924629,99231676,101209031,101720853,5672291,12660736,21386757
Philippines,2015,national,income,2011,2015,3,6.137824696,25.687373060669287,54.57198437803357,0.24749732,79.56557575478462,94.45100105,97.80883846798316,98.90367365921456,7.55651838,14.70749575605336,22.92011539882821,6267530,26230200,55725203,252727,81246960,96446945,99875741,100993712,7716203,15018295,23404465
Philippines,2018,national,consumption,2011,2018,3,4.659349574,25.45258396025056,58.70531700914376,0.1032950119650999,85.67117932526187,97.34395287218814,99.11916361931286,99.62493421,4.728368818,11.16916695,19.393252075785288,4969261,27145536,62610039,110166,91369507,103818683,105711970,106251381,5042871,11912072,20683174
Philippines,2018,national,income,2011,2018,3,2.73973796,17.04402685737799,46.917062076453405,0.083935313,76.66277743800303,93.78143975,97.56094067212985,98.82559208272252,6.188716058,12.950726930750667,21.168590821708268,2921969,18177692,50037701,89518,81761921,100019213,104050103,105398872,6600352,13812131,22576597
Poland,1985,national,income,2011,1985,0,0.186966553,0.540899658,3.933775635,0.089329834,33.64584961,88.38953735351562,97.82368530273436,99.28823608,2.2312353515625003,5.807180176,12.23899902343749,69555,201225,1463439,33232,12516890,32882574,36392255,36937095,830062,2160380,4553138
Poland,1986,national,income,2011,1986,0,0.2456068627697699,1.485336718,7.499780689,0,34.24461271,84.98874308076182,96.99716385784588,98.99710536243413,5.245460655,10.23654280280414,16.99657904954509,91995,556349,2809127,0,12826703,31833485,36331373,37080474,1964746,3834212,6366259
Poland,1987,national,income,2011,1987,0,0.1381481933593699,0.455467529,3.769013672,0.064920654,31.941326183910352,86.82513881251299,96.79155026,99.12382478268847,2.255644531,6.148908691,12.91025146484374,52038,171566,1419714,24454,12031673,32705332,36459485,37338007,849657,2316174,4863039
Poland,1989,national,income,2011,1989,0,0.089329834,0.211375732,1.053492432,0.052716064,12.49529541015624,61.92978499268031,88.05087825877096,96.22488403320314,2.871976318,7.479208984374989,14.61889404296875,33911,80241,399922,20012,4743405,23509493,33425460,36528437,1090246,2839222,5549556
Poland,1992,national,income,2011,1992,0,0.2236115660582699,0.748195527,4.741276318,0.2236115660582699,30.748813597273887,79.94094839338585,94.49193840789448,98.24285170549804,3.891367375,8.485694263,15.74046250651454,85786,287035,1818927,85786,11796372,30668279,36250573,37689560,1492871,3255423,6038619
Poland,1993,national,consumption,2011,1993,1,0.1381481933593699,2.994022217,24.51681640624999,0.016102295,69.14769064514661,97.20602748348846,99.999,99.999,2.707214355,8.357939453,16.09564941,53134,1151543,9429513,6193,26595175,37386807,38461023,38461023,1041233,3214581,6190613
Poland,1995,national,income,2011,1995,0,1.490153898,4.745837252,16.248618851293138,0.744894105,47.74940103,87.99936955206566,96.49969554,98.49897566076712,8.499236748,13.99454558815506,20.74628879,575125,1831656,6271154,287492,18428880,33963355,37244056,38015678,3280280,5401195,8007030
Poland,1996,national,consumption,2011,1996,1,2.420406494,19.439707031249988,56.688115234375005,0.199171143,89.15842651367186,98.50714233398436,99.48350952148436,99.73980590820314,3.15878418,8.492189941,16.21769531,934867,7508464,21895427,76929,34436881,38047763,38424879,38523872,1220060,3280055,6263983
Poland,1998,national,consumption,2011,1998,2,0.024206667,0.823470161,8.663464025,0,41.90070575544665,85.18982186523046,95.47933807730058,98.17003203012683,3.7293317290574097,9.118245709,16.46426396778841,9359,318382,3349597,0,16200271,32937351,36915636,37955952,1441889,3525431,6365658
Poland,1999,national,consumption,2011,1999,2,0.062142233,0.912879039,9.873301218881709,0,43.585209119725285,85.41574457963279,95.51679578410776,98.06217607731377,4.009816019,9.77508519,17.262582234080153,24024,352922,3817045,0,16850160,33021958,36927052,37911103,1550206,3779074,6673761
Poland,1999,national,income,2011,1999,0,0.7458259934860401,1.998957705,8.497005317,0.2452004140128099,34.24647958212426,81.49663055142597,94.49937232337528,97.99813465122624,6.49852254,11.99749895340354,18.99860041068696,288338,772802,3284965,94795,13239782,31506818,36533713,37886344,2512346,4638266,7344910
Poland,2000,national,consumption,2011,2000,2,0.114363447,1.17691839,10.46248863874377,0,43.48311985441351,85.47904787,95.42205284708912,98.14048937564333,4.545961589,10.358725148665467,17.69747787629844,43754,450273,4002805,0,16636046,32703112,36507169,37547206,1739223,3963106,6770812
Poland,2001,national,consumption,2011,2001,2,0.075502099,1.319276402,11.013344864503727,0.015209405,44.32966101482855,85.49846510725983,95.60663267,98.19934235,4.746056503,10.42381332,17.74796114258285,28878,504598,4212393,5817,16955242,32701518,36567698,37559359,1815275,3986908,6788254
Poland,2002,national,consumption,2011,2002,2,0.03914882,1.494638375,11.873019454608473,0,45.32764832106377,85.08679366056893,95.09676637,97.91791907594492,5.008541892353461,10.92086526706707,18.2735961,14967,571406,4539099,0,17328925,32528991,36355840,37434377,1914784,4175087,6986062
Poland,2003,national,consumption,2011,2003,2,0.039411014,0.979047294,10.03159371141965,0,39.250374385110334,80.31328193579284,92.97555315,97.08594241018687,5.814761784,12.15853189756942,19.56942084426859,15057,374041,3832527,0,14995437,30683344,35520910,37091267,2221505,4645115,7476413
Poland,2004,national,consumption,2011,2004,2,0.097891445,1.206603535,9.392615544,0.003800555,37.401057979837695,77.84935921500391,91.91804082570654,96.63408235847092,6.608371835,12.65859498926706,20.24330509751308,37377,460708,3586309,1451,14280555,29724615,35096350,36897040,2523223,4833333,7729344
Poland,2004,national,income,2011,2004,3,2.0887774530572103,4.531411517,12.71147847896082,0.984413056,35.41907498643599,75.26366494954945,90.70796206910788,95.72101790601351,11.49858448263636,17.040955758296082,23.66148238650731,797542,1730194,4853525,375871,13523790,28737340,34634315,36548412,4390415,6506616,9034480
Poland,2005,national,consumption,2011,2005,2,0.138061238,1.465443731,11.063373367765193,0.009993562,43.45606382462794,83.76784969778815,94.55572585,97.68916640303968,5.0593836,11.104090110132251,18.652100370700992,52692,559293,4222386,3814,16585200,31970373,36087614,37283505,1930936,4237925,7118657
Poland,2005,national,income,2011,2005,3,0.876775793,2.441614045,9.009183838,0.371690539,30.28170735,71.87941257,89.26235164238435,95.30819687385365,9.178601207,15.44996598244979,22.19141412307478,334625,931853,3438395,141857,11557148,27433098,34067374,36374797,3503054,5896548,8469452
Poland,2006,national,consumption,2011,2006,2,0.022598234,0.755129516,8.404888549418441,0,38.56815825131723,81.08316322384368,93.59885488,97.31671354513234,4.7489577,10.64820335521938,18.39384756739805,8619,288016,3205731,0,14710384,30926146,35699789,37117828,1811313,4061360,7015647
Poland,2006,national,income,2011,2006,3,0.596338434,1.613977713,6.488486363100569,0.346110841,25.11566753480457,68.77175190398629,88.18137386735866,94.75195322968102,8.125885668472591,13.978467896956278,20.73698051665133,227451,615592,2474791,132011,9579434,26230418,33633493,36139595,3099316,5331565,7909347
Poland,2007,national,consumption,2011,2007,2,0.018101683,0.524626579,6.417667348225101,0,34.20547645941592,78.79495130993483,92.48210134233229,96.76978879772572,4.600148498,10.51721346161326,17.928239727298482,6900,199991,2446451,0,13039319,30037077,35254695,36889185,1753602,4009221,6834345
Poland,2007,national,income,2011,2007,3,0.4388037089643299,1.1221209256165998,3.917911588,0.282604138,18.67762549498084,61.65660364149588,84.52132998804619,92.95277500085744,6.7274716,12.865894154561513,19.18904212709277,167274,427759,1493530,107730,7120015,23503843,32220004,35434118,2564550,4904551,7314970
Poland,2008,national,consumption,2011,2008,2,0.012630832,0.398694349,4.984634067,0,29.78622419758412,75.53922627187582,91.03145654401658,95.99486116,4.639711883,10.70907845250398,17.85949789480722,4816,152005,1900430,0,11356224,28799903,34706434,36598769,1768925,4082917,6809069
Poland,2008,national,income,2011,2008,3,0.155211867,0.6235962980933399,3.042447682,0.053619673,15.13778662302571,55.980548385200265,81.62227023105524,91.80834153662468,7.158366308,12.407567475319151,18.98033798226482,59176,237751,1159956,20443,5771396,21343009,31119110,35002627,2729181,4730479,7236398
Poland,2009,national,consumption,2011,2009,2,0.015364228,0.300110829,4.371400554,0,28.43787341561122,74.27882829746903,90.64883909836216,95.89208601,4.281842616,10.00340949317462,17.50448735871696,5862,114497,1667759,0,10849505,28338564,34583985,36584368,1633592,3816461,6678243
Poland,2009,national,income,2011,2009,3,0.312953955,0.8548489231028901,3.125699306,0.068539815,14.84471048022373,54.50334301229525,80.42058388,90.95942731400484,6.6144119165382005,12.89632274507647,19.524116127967257,119397,326139,1192504,26149,5663495,20793899,30681742,34702480,2523504,4920154,7448763
Poland,2010,national,consumption,2011,2010,2,0,0.341299247,4.370411066789471,0,27.72367124358246,73.77071080837429,90.06503771076333,95.77844253602449,4.534528477425289,10.05078406829025,17.39161271718389,0,129840,1662626,0,10546859,28064440,34263257,36436796,1725061,3823599,6616255
Poland,2010,national,income,2011,2010,3,0.329644255,0.973526327,2.863270525,0.101587895,14.200528272976708,52.81520862,79.86702114142318,90.67150046083228,6.879488001445671,12.38674082,19.46300800643332,125406,370357,1089268,38647,5402278,20092381,30383646,34493972,2617149,4712262,7404272
Poland,2011,national,consumption,2011,2011,2,0.01667808,0.37554973,4.403634833,0,28.08793039682922,74.25757524888586,90.86822549745392,96.08566595277732,4.65412083,10.51575230303108,17.98940181758071,6348,142946,1676167,0,10691181,28264850,34587404,36573332,1771510,4002638,6847352
Poland,2011,national,income,2011,2011,3,0.314333217,0.7925815089263201,2.846479293,0.153828426,13.83288906141521,51.96422926254667,78.89706746543763,90.13489144712128,7.076636484611989,13.02369716,19.792753252758672,119645,301682,1083463,58552,5265248,19779277,30030792,34308274,2693598,4957243,7533766
Poland,2012,national,consumption,2011,2012,2,0.019103203,0.26298048,4.349189217,0,27.72386542,74.71915546,91.02277172332248,96.09796224,4.425696223,9.813369843,17.23558495601102,7271,100099,1655439,0,10552580,28440475,34646147,36577925,1684560,3735279,6560409
Poland,2012,national,income,2011,2012,3,0.19502151,0.683635383,2.848876709,0.09741946,14.1847607,51.95378963888872,78.41186015824628,90.22622989125443,7.401509529,13.26086256295923,20.09834098,74231,260213,1084373,37081,5399169,19775256,29846035,34342958,2817249,5047504,7650064
Poland,2013,national,consumption,2011,2013,2,0.003894207,0.261617235,4.207698417,0,27.26287081570964,73.8637768,90.81488342498848,96.13722991926144,4.403029487,10.15302095238975,17.52355770622233,1481,99520,1600617,0,10370849,28097925,34546160,36570791,1674921,3862229,6665996
Poland,2013,national,income,2011,2013,3,0.370649328,0.8866437577440199,2.791539655,0.137204035,13.488433735137969,50.27683132814974,77.16738739946976,89.81253945930557,7.36709182,13.44214252232636,19.58506723242397,140996,337281,1061907,52193,5131027,19125405,29354625,34164866,2802456,5113417,7450198
Poland,2014,national,consumption,2011,2014,2,0.002294293,0.3168662867478899,3.832414131,0,26.190650300161312,72.73477965139689,90.47938422,96.10099693,4.564595938,10.41813165376852,18.11231662765931,872,120446,1456767,0,9955521,27647752,34392784,36529656,1735082,3960113,6884806
Poland,2014,national,income,2011,2014,3,0.32232474,0.954701391,2.676995454,0.158977968,12.40392863998414,47.97516764672924,76.15127929674576,88.61675004673309,7.347246887,13.29126775587253,19.55891174921117,122521,362899,1017572,60430,4714948,18236194,28946422,33684764,2792816,5052241,7434682
Poland,2015,national,consumption,2011,2015,2,0,0.201986328,3.269423593,0,24.49023540190554,71.72694150757206,89.82849622463334,95.93552509650064,4.266444145006821,9.964359189,17.20427078814901,0,76727,1241937,0,9302962,27246492,34122623,36442464,1620669,3785103,6535285
Poland,2015,national,income,2011,2015,3,0.410794232,0.770647838,2.457698037,0.200506284,9.905741404,42.70430408073384,72.22041288894097,87.15913419431092,7.194274689544219,12.86809656,19.61120892857221,156046,292741,933591,76165,3762836,16221833,27433944,33108628,2732847,4888128,7449595
Poland,2016,national,consumption,2011,2016,2,0.004540368,0.061652824,1.880779841,0,20.21368488101803,69.18722499759299,89.05000169589505,95.57014254807008,3.361356738,8.312265116,15.94779706127833,1724,23410,714134,0,7675154,26270450,33812363,36288066,1276310,3156174,6055392
Poland,2016,national,income,2011,2016,3,0.236793985,0.526078442,1.6481146484552698,0.1036917918473099,6.677185605,38.75008238,69.73489144826245,84.97005746719847,5.413967387,9.900175794,15.982860568887592,89911,199752,625791,39372,2535333,14713440,26478399,32263205,2055688,3759105,6068706
Poland,2017,national,consumption,2011,2017,2,0,0.073192445,1.449814713,0,18.45290977597574,67.63670585019234,88.68911199875522,95.28483846452228,2.967918726,8.150770579,15.65298663623671,0,27795,550565,0,7007460,25684921,33679536,36184252,1127062,3095241,5944194
Poland,2017,national,income,2011,2017,3,0.337783957,0.56430331,1.326512485,0.199902427,5.693469507,35.34999305298748,67.02609218456577,84.43558027371901,5.279650612722571,9.362206186,16.14657888833457,128273,214293,503741,75913,2162085,13424098,25453042,32064265,2004938,3555282,6131635
Poland,2018,national,consumption,2011,2018,2,0.001892668,0.036409676,1.9482627819769096,0,19.64755400194526,69.22860073265103,89.14334763370634,95.55932321466808,3.22285703,8.511608462,15.43578364473218,719,13826,739848,0,7461110,26289388,33851963,36288414,1223872,3232262,5861700
Poland,2018,national,income,2011,2018,3,0.239905013,0.392818134,1.088782054,0.11912644,4.804126224,30.06691997859795,61.76044590261275,80.99853906535884,5.166713214,9.528852637,16.47561165,91103,149172,413462,45238,1824355,11417838,23453375,30758993,1962046,3618558,6256572
Poland,2019,national,consumption,2011,2019,2,0,0.043370049,1.202534322,0,16.77287076242371,66.81674259489138,88.22440184122571,95.25698269775192,2.723796271,7.640177188,14.73585474,0,16466,456548,0,6367900,25367294,33494813,36164766,1034102,2900630,5594537
Portugal,2003,national,income,2011,2003,0,0.8958963681535599,1.525547958,3.138808545,0.5609228938267999,12.97286967525359,48.18137251164503,72.91395274226437,83.89529485949242,8.287549216,13.56505022814459,19.35893824894362,93700,159554,328282,58666,1356809,5039204,7625940,8774459,866780,1418744,2024717
Portugal,2004,national,income,2011,2004,0,0.480640155,1.030062224,2.708685585,0.311208619,11.89884549787468,46.457831521726064,71.43206141937587,83.58703423922401,7.936380373,12.772903462445989,18.41596960274915,50390,107990,283975,32627,1247458,4870574,7488838,8763148,832039,1339093,1930705
Portugal,2005,national,income,2011,2005,0,0.533292715,1.064623499,2.665896219,0.320304213,10.53931589613821,47.53617064915517,72.23522000912858,83.22650401738578,6.651392,11.52616381624647,16.66737289202662,56013,111821,280008,33643,1106979,4992881,7587104,8741554,698618,1210631,1750629
Portugal,2006,national,income,2011,2006,0,0.092665896,0.525127825,2.044876987,0.013967665,10.25069068877755,46.01966847231869,69.55856250177501,82.14884526867829,6.823084295,11.51332348518988,17.32418006301594,9751,55255,215168,1470,1078607,4842322,7319152,8643938,717945,1211465,1822900
Portugal,2007,national,income,2011,2007,0,0.257713543,0.834857437,1.6412473608613702,0.137152617,8.95773714,42.74917569448789,69.32106708931602,82.15134401,6.522494800576769,12.24292488246581,19.09266943544662,27171,88019,173036,14460,944411,4507030,7308495,8661187,687664,1290767,2012933
Portugal,2008,national,income,2011,2008,0,0.137252394,0.8581467420864699,2.0665187556847298,0.053850786,9.176452830728191,42.47172916483431,69.70252498127158,82.88984868430289,7.057480765,11.86714152582924,18.76248023177619,14491,90605,218187,5686,968866,4484240,7359316,8751657,745141,1252954,1980976
Portugal,2009,national,income,2011,2009,0,0.165896615,0.400874332,1.523447291,0.073096971,8.221332960994621,39.39081572541168,66.56891499,82.35534800346583,6.802961612578021,12.180977055213493,18.33779260259999,17532,42365,161002,7725,868851,4162919,7035167,8703517,718954,1287316,1937983
Portugal,2010,national,income,2011,2010,0,0.136459831,0.4259380377619999,1.933087727,0.036753131,9.316627309,42.09515584629874,68.71020982637988,83.20304995611731,6.714047988,11.911696686645271,17.91434780748491,14428,45035,204387,3886,985056,4450763,7264799,8797142,709883,1259436,1894102
Portugal,2011,national,income,2011,2011,0,0.501351202,0.932497279,2.558026622,0.1768137773036699,10.32843263113991,45.22634593482989,71.89063983,84.50318662333322,7.519558228,11.68192883,17.6961483,52930,98449,270065,18667,1090430,4774799,7589897,8921475,793882,1233327,1868281
Portugal,2012,national,income,2011,2012,0,0.65542994,1.473336722,4.446778821,0.481442628,12.81162870321425,47.90863698178802,74.25074660677457,85.61439892663557,8.96276821,13.577127456793889,18.44331550542943,68917,154919,467572,50623,1347123,5037518,7807350,9002220,942421,1427614,1939286
Portugal,2013,national,income,2011,2013,0,0.8202919352095199,1.6269927947967298,4.402743651,0.48901059,13.783600581654651,47.45829454917208,73.31660673212559,85.47305639240258,9.916636652744373,14.372957075749673,20.12648467451373,85780,170139,460408,51137,1441392,4962854,7666934,8938170,1037012,1503023,2104686
Portugal,2014,national,income,2011,2014,0,0.52743947,1.437268832,3.531525344,0.203196203,12.76176062788974,45.21938132522333,73.02011227,85.82387841478075,9.675298401,14.24568906,19.206900303510626,54859,149491,367316,21135,1327359,4703296,7594867,8926595,1006334,1481703,1997722
Portugal,2015,national,income,2011,2015,0,0.482394234,1.105636835,2.7963168595344703,0.299117099,11.19740930571314,42.73655583444581,69.88852487035474,83.65049134677831,8.576812182,13.23399678515921,19.41784363115876,49967,114523,289645,30983,1159836,4426685,7239107,8664581,888393,1370787,2011315
Portugal,2016,national,income,2011,2016,0,0.374637015,0.6696742800204101,2.662850601,0.218918717,9.919598492,39.99070298366833,69.03179903029363,83.40929577380128,8.403264686,12.49298578733007,17.498968547618272,38683,69147,274951,22604,1024243,4129221,7127845,8612387,867675,1289957,1806848
Portugal,2017,national,income,2011,2017,0,0.410495999,0.67888301,1.75067509,0.242472699,8.044067962,38.49371895410626,68.08790269039272,83.23614820140135,6.784802579144101,11.00851921976141,17.10524947,42282,69927,180325,24975,828563,3964969,7013258,8573573,698855,1133911,1761892
Portugal,2018,national,income,2011,2018,0,0.289628573,0.658506729,1.673824857,0.160842863,6.599237757,33.68613545268829,64.29459122892382,81.51264124915517,6.239712812,11.45703821937913,16.97441603003502,29785,67720,172133,16541,678654,3464222,6611941,8382615,641681,1178221,1745619
Portugal,2019,national,income,2011,2019,0,0.148720617,0.247370498,0.914840801,0.068845424,5.540050688,29.00284241077787,59.68571730716141,78.02785021,6.914188675816741,11.151241800510707,16.21080191543846,15298,25445,94103,7082,569864,2983309,6139430,8026150,711212,1147046,1667486
Romania,1989,national,income,2011,1989,0,0.266296387,0.565308838,2.286156006,0.162557373,19.39088867187499,79.18341234201864,95.94313133025084,99.59430635930396,2.810953369,6.393000488,12.49529541015624,61678,130934,529507,37651,4491213,18340033,22221828,23067493,651058,1480712,2894093
Romania,1992,national,income,2011,1992,0,0.504285889,2.005450439,13.37402587890624,0.199171143,54.56840173924251,95.02869912811784,99.999,99.999,3.671376953,8.211484375,14.99723633,114948,457128,3048513,45400,12438476,21661112,22794056,22794056,836864,1871749,3418513
Romania,1994,national,income,2011,1994,0,7.552436523437491,34.52458008,77.02146207975319,0.882628174,96.29740873460386,99.999,99.999,99.999,3.640865479,8.235893555,15.14369140624999,1716685,7847510,17507141,200623,21888604,22729984,22729984,22729984,827576,1872036,3442193
Romania,1995,national,income,2011,1995,0,1.498728906,7.743632895,29.74911923484044,0.234020654,73.74846598099492,97.24750663764851,99.24743558772278,99.74447989522189,5.995344307,11.230403690103527,17.99991890158573,339976,1756587,6748371,53086,16729301,22059887,22513556,22626307,1360000,2547535,4083150
Romania,1997,national,income,2011,1997,0,1.996086771,8.995045661664019,34.49676744210929,0.248854629,79.49949403308227,97.74827271117988,99.24907908507228,99.74973854,5.49577811,10.2469346,16.746851345679108,450197,2028741,7780393,56127,17930298,22046124,22384615,22497534,1239517,2311091,3777081
Romania,1998,national,consumption,2011,1998,1,1.376507127,8.927387625404199,34.472401319352905,0.153896353,76.35503728618116,97.39340254012232,99.34278652854329,99.76869363997908,5.334091766,11.02011976924481,18.14757736378775,309815,2009318,7758822,34638,17185491,21920668,22359423,22455283,1200562,2480336,4084538
Romania,1999,national,consumption,2011,1999,2,4.390810661286229,22.25668137625862,62.178652630542345,0.266102448,93.21466367442792,99.41139245271256,99.84289855049408,99.93675885908176,4.195512307384839,9.497280352,16.22021955500411,986705,5001530,13972812,59799,20947237,22339768,22436736,22457828,942817,2134233,3645014
Romania,2000,national,consumption,2011,2000,1,5.369290972,24.61269613934578,64.96574787614836,0.3371572960944899,94.12218643,99.47551875635835,99.87399438862992,99.96303120570444,4.5080728,9.556168276015187,16.10501998879003,1205028,5523820,14580244,75668,21123815,22325262,22414692,22434674,1011745,2144688,3614445
Romania,2001,national,consumption,2011,2001,2,3.832408847,19.290265512421534,57.01264568355954,0.17450909,91.46158095649504,99.34913674565568,99.80856257521044,99.9272855,4.629738609,10.10093557,16.63952911147847,848188,4269316,12618022,38622,20242250,21987921,22089601,22115877,1024652,2235536,3682656
Romania,2002,national,consumption,2011,2002,2,4.006035409,18.85033584756752,54.66196926934737,0.332628548,90.32263154265128,99.08699930380328,99.72479889899417,99.89351569780932,5.1385416922298806,10.598004966174509,17.41093235031163,870531,4096271,11878317,72282,19627556,21532096,21670693,21707356,1116631,2302999,3783482
Romania,2003,national,consumption,2011,2003,2,2.587291575,15.52234570610421,50.359522813197565,0.23307059,88.08377341799117,98.8744032,99.77815903,99.87975386297768,4.583458195,9.700255712,16.65267301761535,558191,3348841,10864728,50283,19003480,21331486,21526465,21548384,988850,2092765,3592702
Romania,2004,national,consumption,2011,2004,2,1.834033973,12.40247137035509,42.27370510933459,0,83.19344540588473,98.22277183578264,99.80536553970072,99.92911040922944,5.064304663,10.67479524328977,17.33658640060844,393432,2660547,9068449,0,17846448,21070501,21409996,21436541,1086382,2289930,3719001
Romania,2005,national,consumption,2011,2005,2,1.445447358,9.658425542,37.92095265906952,0,80.75986907752201,97.63982295,99.78245746674672,99.9391335,4.887089387,9.828385997,16.73229578094358,308165,2059146,8084628,0,17217750,20816503,21273306,21306708,1041912,2095381,3567273
Romania,2006,national,consumption,2011,2006,2,1.578805924,9.748359065210629,37.46829488160823,0,79.14454652848903,97.45767961058668,99.70980274,99.89133857617688,5.030059172,10.34784749901832,17.15733221486481,334608,2066044,7940940,0,16773705,20654947,21132256,21170731,1066059,2193098,3636284
Romania,2006,national,income,2011,2006,3,6.627157281524609,16.50101561306035,35.160288006998044,1.768033536,69.78622520638092,93.43517,97.84185163975336,99.04799345292362,14.47430699569305,20.085241165342826,26.392813681740613,1404544,3497186,7451787,374713,14790325,19802426,20736367,20991994,3067650,4256818,5593630
